school_urn,local_authority_id,academy_URN,result_type,result_year,total_pupils,is_special,new_school,ks2_percent_low_ks1_attainers,ks2_percent_medium_ks1_attainers,ks2_percent_high_ks1_attainers,ks2_percent_disadvantaged,ks2_percent_not_disadvantaged,ks2_percent_EAL,ks2_percent_non_mobile,ks2_percent_special_needs,ks2_percent_2_levels_progress_maths,ks2_percent_boys_2_levels_progress_maths,ks2_percent_girls_2_levels_progress_maths,ks2_percent_low_PA_2_levels_progress_maths,ks2_percent_med_PA_2_levels_progress_maths,ks2_percent_high_PA_2_levels_progress_maths,ks2_percent_disadvantaged_2_levels_progress_maths,ks2_percent_non_disadvantaged_2_levels_progress_maths,ks2_percent_GAP_disadvantaged_others_2_levels_progress_maths,ks2_percent_EAL_2_levels_progress_maths,ks2_percent_2_levels_progress_maths_3YR_avg,ks2_percent_disadvantaged_2_levels_progress_maths_3YR_avg,ks2_percent_non_disadvantaged_2_levels_progress_maths_3YR_avg,ks2_percent_2_levels_progress_reading,ks2_percent_boys_2_levels_progress_reading,ks2_percent_girls_2_levels_progress_reading,ks2_percent_low_PA_2_levels_progress_reading,ks2_percent_med_PA_2_levels_progress_reading,ks2_percent_high_PA_2_levels_progress_reading,ks2_percent_disadvantaged_2_levels_progress_reading,ks2_percent_not_disadvantaged_2_levels_progress_reading,ks2_percent_GAP_disadvantaged_others_2_levels_progress_reading,ks2_percent_EAL_2_levels_progress_reading,ks2_percent_2_levels_progress_reading_3YR_avg,ks2_percent_disadvantaged_2_levels_progress_reading_3YR_avg,ks2_percent_non_disadvantaged_2_levels_progress_reading_3YR_avg,ks2_percent_2_levels_progress_writing,ks2_percent_boys_2_levels_progress_writing,ks2_percent_girls_2_levels_progress_writing,ks2_percent_low_PA_2_levels_progress_writing,ks2_percent_med_PA_2_levels_progress_writing,ks2_percent_high_PA_2_levels_progress_writing,ks2_percent_disadvantaged_2_levels_progress_writing,ks2_percent_not_disadvantaged_2_levels_progress_writing,ks2_percent_GAP_disadvantaged_others_2_levels_progress_writing,ks2_percent_EAL_2_levels_progress_writing,ks2_percent_2_levels_progress_writing_3YR_avg,ks2_percent_disadvantaged_2_levels_progress_writing_3YR_avg,ks2_percent_non_disadvantaged_2_levels_progress_writing_3YR_avg,ks2_percent_level_4_above_RWM,ks2_percent_level_4_above_RWM_2012,ks2_percent_level_4_above_RWM_2013,ks2_percent_level_4_above_RWM_2014,ks2_percent_level_4B_above_RWM,ks2_percent_level_4B_above_RWM_2013,ks2_percent_level_4B_above_RWM_2014,ks2_percent_level_5_above_RWM,ks2_percent_level_5_above_RWM_2012,ks2_percent_level_5_above_RWM_2013,ks2_percent_level_5_above_RWM_2014,ks2_percent_level_3_below_RWM,ks2_value_added,ks2_percent_disadvantaged_2012,ks2_percent_disadvantaged_2013,ks2_percent_disadvantaged_2014,ks2_percent_not_disadvantaged_2012,ks2_percent_not_disadvantaged_2013,ks2_percent_not_disadvantaged_2014,percent_SEN_statement
107305,380,,KS2,2015,209,FALSE,,22%,59%,19%,41%,59%,4%,100%,0%,85%,83%,87%,100%,88%,,91%,81%,10,,89%,93%,87%,96%,100%,93%,83%,100%,,100%,94%,6,,90%,86%,93%,100%,100%,100%,100%,100%,,100%,100%,0,,95%,90%,98%,81%,70%,62%,86%,56%,45%,57%,11%,13%,14%,14%,0%,99.4,47%,28%,39%,53%,72%,61%,0%
124106,860,142194,KS2,2015,209,FALSE,,21%,58%,21%,36%,64%,3%,91%,9%,100%,100%,100%,100%,100%,100%,100%,100%,0,,80%,76%,83%,100%,100%,100%,100%,100%,100%,100%,100%,0,,82%,76%,86%,97%,94%,100%,100%,100%,86%,100%,95%,5,,98%,100%,97%,91%,81%,84%,53%,91%,71%,34%,30%,19%,26%,9%,3%,100.9,38%,29%,50%,63%,71%,50%,0%
115147,882,,KS2,2015,209,FALSE,,7%,82%,11%,27%,73%,43%,93%,7%,93%,92%,94%,,91%,,88%,95%,-7,92%,87%,90%,86%,96%,92%,100%,,96%,,100%,95%,5,92%,93%,85%,96%,93%,92%,94%,,91%,,88%,95%,-7,83%,94%,90%,96%,77%,80%,61%,73%,73%,48%,70%,23%,10%,10%,17%,3%,100.6,17%,19%,20%,83%,81%,80%,0%
116885,884,,KS2,2015,209,FALSE,,18%,61%,21%,13%,87%,7%,100%,0%,93%,86%,100%,,100%,100%,,,,,92%,87%,93%,89%,79%,100%,,88%,100%,,,,,92%,79%,95%,100%,100%,100%,,100%,100%,,,,,96%,100%,95%,80%,66%,75%,63%,70%,58%,54%,27%,7%,17%,8%,7%,100.2,7%,13%,33%,93%,88%,67%,0%
112408,909,,KS2,2015,209,FALSE,,24%,44%,32%,21%,79%,6%,100%,6%,94%,94%,94%,75%,100%,100%,71%,100%,-29,,82%,75%,84%,82%,72%,94%,63%,100%,73%,86%,81%,5,,82%,85%,81%,94%,89%,100%,88%,93%,100%,86%,96%,-10,,90%,80%,93%,76%,63%,63%,85%,68%,48%,79%,24%,6%,13%,24%,9%,100.1,28%,15%,26%,72%,85%,74%,3%
108463,391,,KS2,2015,208,FALSE,,18%,59%,23%,41%,59%,9%,95%,5%,95%,100%,92%,,92%,,100%,92%,8,,94%,97%,92%,100%,100%,100%,,100%,,100%,100%,0,,98%,100%,97%,100%,100%,100%,,100%,,100%,100%,0,,95%,97%,94%,82%,71%,80%,72%,77%,65%,60%,27%,14%,35%,16%,0%,101.1,38%,30%,60%,62%,70%,40%,0%
121368,815,,KS2,2015,208,FALSE,,14%,57%,29%,55%,45%,0%,86%,14%,62%,69%,50%,,75%,50%,64%,60%,4,,66%,62%,72%,71%,77%,63%,,83%,33%,82%,60%,22,,76%,73%,80%,90%,92%,88%,,83%,100%,91%,90%,1,,82%,78%,88%,68%,,63%,70%,59%,42%,43%,9%,,5%,13%,9%,98.2,,58%,65%,,42%,35%,0%
119654,888,,KS2,2015,208,FALSE,,20%,67%,13%,19%,81%,10%,100%,16%,100%,100%,100%,100%,100%,,100%,100%,0,,93%,88%,96%,93%,100%,85%,100%,100%,,83%,96%,-13,,88%,92%,86%,100%,100%,100%,100%,100%,,100%,100%,0,,97%,96%,98%,90%,69%,77%,70%,84%,69%,50%,16%,14%,31%,5%,0%,100.4,24%,38%,45%,76%,62%,55%,10%
103454,330,,KS2,2015,207,FALSE,,7%,80%,13%,20%,80%,3%,100%,10%,90%,100%,77%,,92%,,83%,92%,-9,,94%,94%,94%,100%,100%,100%,,100%,,100%,100%,0,,98%,94%,99%,87%,82%,92%,,88%,,83%,88%,-5,,93%,94%,93%,80%,79%,83%,100%,70%,73%,93%,13%,38%,27%,38%,0%,100,24%,20%,21%,76%,80%,79%,0%
106409,359,,KS2,2015,207,FALSE,,19%,58%,23%,23%,77%,0%,94%,0%,90%,93%,88%,83%,89%,100%,100%,88%,12,,92%,93%,92%,87%,93%,81%,83%,89%,86%,100%,83%,17,,88%,100%,86%,90%,87%,94%,67%,94%,100%,86%,92%,-6,,94%,86%,96%,74%,73%,80%,74%,61%,67%,68%,26%,19%,27%,39%,10%,99.5,4%,13%,16%,96%,87%,84%,0%
118766,887,,KS2,2015,207,FALSE,,14%,66%,21%,24%,76%,14%,97%,0%,100%,100%,100%,,100%,100%,100%,100%,0,,98%,100%,97%,100%,100%,100%,,100%,100%,100%,100%,0,,94%,93%,94%,100%,100%,100%,,100%,100%,100%,100%,0,,94%,100%,93%,97%,76%,71%,87%,93%,57%,73%,34%,31%,14%,37%,3%,101.5,7%,18%,13%,93%,82%,87%,0%
112340,909,,KS2,2015,207,FALSE,,19%,61%,19%,13%,87%,6%,100%,3%,94%,88%,100%,67%,100%,100%,,,,,87%,82%,89%,100%,100%,100%,100%,100%,100%,,,,,93%,88%,94%,100%,100%,100%,100%,100%,100%,,,,,99%,100%,99%,87%,75%,75%,79%,71%,54%,71%,42%,18%,21%,25%,0%,100.9,21%,25%,21%,79%,75%,79%,3%
138294,855,,KS2,2015,206,FALSE,,13%,75%,13%,6%,94%,6%,100%,3%,91%,100%,83%,,88%,,,,,,86%,,,91%,93%,89%,,92%,,,,,,93%,,,100%,100%,100%,,100%,,,,,,96%,,,78%,90%,73%,83%,69%,58%,79%,16%,21%,24%,55%,3%,100,0%,9%,0%,100%,91%,100%,3%
121577,815,,KS2,2015,205,FALSE,,14%,57%,29%,14%,86%,0%,96%,7%,89%,88%,92%,,100%,88%,,,,,95%,88%,96%,93%,100%,83%,,94%,100%,,,,,97%,100%,97%,100%,100%,100%,,100%,100%,,,,,97%,100%,97%,93%,96%,93%,96%,86%,93%,96%,32%,62%,33%,70%,4%,100.7,12%,11%,4%,88%,89%,96%,4%
140563,816,,KS2,2015,205,FALSE,,18%,64%,18%,62%,38%,8%,100%,0%,91%,,88%,,86%,,,,,,91%,,,91%,,100%,,86%,,,,,,91%,,,73%,,63%,,71%,,,,,,73%,,,69%,,,,54%,,,23%,,,,0%,98.9,,,,,,,0%
131400,885,141413,KS2,2015,205,FALSE,,23%,46%,31%,23%,77%,8%,96%,0%,81%,77%,85%,50%,83%,100%,67%,85%,-18,,90%,78%,94%,85%,85%,85%,67%,92%,88%,83%,85%,-2,,94%,94%,94%,96%,100%,92%,83%,100%,100%,100%,95%,5,,94%,94%,94%,69%,84%,88%,77%,62%,56%,63%,23%,32%,16%,17%,12%,99.3,8%,24%,20%,92%,76%,80%,0%
119449,888,,KS2,2015,205,FALSE,,17%,70%,13%,52%,48%,0%,91%,13%,87%,86%,89%,,88%,,75%,100%,-25,,92%,88%,94%,83%,86%,78%,,88%,,75%,91%,-16,,90%,84%,94%,96%,100%,89%,,100%,,92%,100%,-8,,95%,96%,94%,78%,89%,88%,95%,74%,69%,77%,9%,6%,13%,9%,0%,99.4,17%,38%,32%,83%,63%,68%,0%
106337,358,,KS2,2015,204,FALSE,,20%,50%,30%,48%,52%,24%,81%,19%,95%,89%,100%,,90%,100%,100%,90%,10,,94%,96%,91%,86%,80%,91%,,90%,83%,100%,73%,27,,90%,93%,88%,90%,80%,100%,,90%,100%,100%,82%,18,,94%,100%,88%,86%,76%,80%,65%,76%,67%,41%,24%,35%,27%,18%,0%,101,41%,60%,53%,59%,40%,47%,0%
110795,873,,KS2,2015,204,FALSE,,13%,63%,23%,10%,90%,6%,84%,0%,87%,85%,88%,,89%,86%,,,,,91%,63%,95%,97%,92%,100%,,100%,100%,,,,,99%,88%,100%,97%,92%,100%,,95%,100%,,,,,91%,63%,94%,84%,80%,81%,90%,68%,74%,81%,16%,30%,33%,16%,3%,99.9,5%,15%,3%,95%,85%,97%,0%
111306,877,,KS2,2015,204,FALSE,,19%,59%,22%,13%,87%,33%,97%,0%,100%,100%,100%,,100%,100%,,,,100%,96%,92%,97%,100%,100%,100%,,100%,100%,,,,100%,96%,100%,95%,100%,100%,100%,,100%,100%,,,,100%,97%,100%,97%,93%,88%,78%,81%,73%,63%,74%,33%,35%,19%,22%,0%,100.5,15%,19%,11%,85%,81%,89%,0%
118526,886,,KS2,2015,204,FALSE,,10%,80%,10%,33%,67%,0%,97%,3%,87%,100%,80%,,83%,,90%,85%,5,,87%,85%,88%,90%,80%,95%,,88%,,70%,100%,-30,,93%,81%,98%,97%,100%,95%,,96%,,100%,95%,5,,88%,85%,90%,70%,70%,71%,64%,60%,64%,50%,10%,13%,21%,18%,0%,99.6,40%,32%,29%,60%,68%,71%,0%
138328,887,,KS2,2015,204,FALSE,,13%,67%,20%,37%,63%,0%,97%,7%,100%,100%,100%,,100%,100%,100%,100%,0,,98%,100%,96%,100%,100%,100%,,100%,100%,100%,100%,0,,98%,96%,98%,100%,100%,100%,,100%,100%,100%,100%,0,,100%,100%,100%,100%,90%,87%,100%,100%,70%,100%,53%,23%,9%,37%,0%,103.2,43%,30%,30%,57%,70%,70%,0%
138883,330,,KS2,2015,203,FALSE,,20%,56%,24%,81%,19%,37%,85%,4%,92%,100%,86%,,100%,83%,,,,86%,87%,86%,91%,96%,100%,93%,,93%,100%,,,,100%,79%,81%,73%,88%,91%,86%,,93%,83%,,,,63%,87%,86%,91%,70%,,,55%,48%,,41%,7%,,,9%,11%,99.2,,,73%,,,27%,4%
124219,860,,KS2,2015,203,FALSE,,17%,52%,31%,31%,69%,3%,90%,7%,93%,93%,93%,,100%,89%,89%,95%,-6,,93%,93%,94%,79%,80%,79%,,87%,89%,67%,85%,-18,,85%,85%,85%,97%,93%,100%,,100%,100%,89%,100%,-11,,91%,85%,94%,79%,85%,59%,85%,59%,45%,73%,24%,15%,9%,15%,7%,99.6,15%,50%,31%,85%,50%,69%,7%
116878,885,,KS2,2015,203,FALSE,,17%,63%,21%,12%,88%,36%,100%,16%,100%,100%,100%,,100%,,,,,100%,95%,100%,95%,100%,100%,100%,,100%,,,,,100%,98%,100%,98%,92%,100%,83%,,93%,,,,,88%,92%,83%,93%,80%,80%,76%,76%,76%,62%,67%,40%,35%,33%,38%,4%,101.3,5%,10%,5%,95%,90%,95%,0%
101048,212,,KS2,2015,202,FALSE,,13%,73%,13%,58%,42%,47%,84%,5%,88%,82%,,,91%,,78%,100%,-22,83%,90%,90%,90%,80%,70%,,,73%,,78%,83%,-5,,93%,90%,95%,87%,80%,,,82%,,78%,100%,-22,,95%,90%,100%,74%,86%,75%,94%,68%,58%,71%,5%,18%,0%,29%,5%,99,73%,50%,41%,27%,50%,59%,0%
112610,830,,KS2,2015,202,FALSE,,21%,58%,21%,17%,83%,8%,92%,4%,96%,93%,100%,,100%,,,,,,98%,96%,100%,79%,79%,80%,,79%,,,,,,92%,100%,85%,100%,100%,100%,,100%,,,,,,100%,100%,100%,88%,76%,100%,78%,71%,63%,56%,21%,12%,21%,22%,8%,100.6,76%,58%,67%,24%,42%,33%,0%
139632,852,,KS2,2015,202,FALSE,,29%,46%,25%,20%,80%,14%,90%,0%,73%,73%,72%,43%,82%,92%,50%,79%,-29,83%,78%,62%,83%,92%,93%,89%,86%,95%,92%,100%,89%,11,83%,93%,90%,94%,100%,100%,100%,100%,100%,100%,100%,100%,0,100%,93%,86%,96%,67%,,,76%,55%,,65%,27%,,,18%,10%,99.5,,,22%,,,78%,0%
111675,808,,KS2,2015,200,FALSE,,11%,72%,17%,26%,74%,5%,95%,0%,100%,100%,100%,,100%,,,,,,97%,95%,98%,94%,100%,91%,,92%,,,,,,97%,90%,100%,100%,100%,100%,,100%,,,,,,98%,95%,100%,89%,96%,91%,92%,89%,68%,83%,37%,39%,36%,29%,0%,101.4,22%,41%,25%,78%,59%,75%,0%
119447,888,,KS2,2015,200,FALSE,,19%,54%,27%,42%,58%,0%,96%,4%,96%,92%,100%,,93%,100%,91%,100%,-9,,87%,83%,92%,92%,83%,100%,,100%,86%,91%,93%,-2,,93%,91%,95%,65%,58%,71%,,79%,43%,55%,73%,-18,,80%,77%,84%,73%,60%,70%,55%,65%,57%,55%,12%,17%,13%,21%,8%,99.2,53%,60%,66%,47%,40%,34%,4%
113328,879,,KS2,2015,199,FALSE,,16%,64%,20%,31%,69%,0%,92%,0%,96%,100%,92%,,100%,,100%,94%,6,,93%,89%,95%,96%,100%,92%,,94%,,100%,94%,6,,95%,96%,95%,96%,92%,100%,,100%,,88%,100%,-12,,93%,93%,93%,85%,80%,73%,77%,69%,67%,57%,12%,17%,17%,13%,4%,100.1,13%,33%,30%,87%,67%,70%,0%
139577,881,,KS2,2015,199,FALSE,,20%,56%,24%,21%,79%,25%,93%,0%,84%,100%,75%,,79%,100%,,,,83%,80%,75%,81%,96%,89%,100%,,93%,100%,,,,100%,91%,100%,89%,88%,78%,94%,,86%,83%,,,,83%,89%,88%,89%,79%,,,65%,50%,,40%,14%,,,30%,0%,99.6,,,20%,,,80%,0%
133407,908,,KS2,2015,199,FALSE,,21%,54%,25%,29%,71%,0%,100%,0%,96%,89%,100%,,92%,100%,86%,100%,-14,,94%,94%,94%,88%,78%,93%,,100%,67%,71%,94%,-23,,88%,69%,92%,100%,100%,100%,,100%,100%,100%,100%,0,,95%,94%,95%,75%,77%,78%,79%,63%,74%,72%,21%,23%,26%,28%,0%,100,35%,11%,21%,65%,89%,79%,0%
122787,891,,KS2,2015,198,FALSE,,11%,79%,11%,24%,76%,14%,100%,0%,100%,100%,100%,,100%,,,,,,96%,94%,96%,95%,91%,100%,,100%,,,,,,93%,81%,96%,100%,100%,100%,,100%,,,,,,97%,100%,96%,81%,57%,68%,86%,67%,55%,75%,14%,10%,18%,43%,10%,100,19%,32%,18%,81%,68%,82%,0%
124165,860,,KS2,2015,197,FALSE,,19%,65%,15%,42%,58%,0%,100%,12%,96%,100%,92%,,94%,,100%,93%,7,,90%,91%,88%,85%,92%,77%,,88%,,73%,93%,-20,,87%,88%,85%,88%,92%,85%,,94%,,91%,87%,4,,88%,88%,88%,77%,77%,62%,73%,62%,48%,68%,19%,8%,10%,23%,8%,100,38%,52%,55%,62%,48%,45%,0%
133915,877,,KS2,2015,195,FALSE,,20%,60%,20%,20%,80%,0%,93%,0%,100%,100%,100%,,100%,,,,,,97%,100%,97%,100%,100%,100%,,100%,,,,,,91%,100%,90%,100%,100%,100%,,100%,,,,,,100%,100%,100%,100%,76%,83%,87%,87%,75%,68%,60%,10%,25%,13%,0%,102.7,10%,17%,13%,90%,83%,87%,0%
139910,895,,KS2,2015,195,FALSE,,22%,61%,17%,33%,67%,8%,100%,0%,100%,100%,100%,,100%,,100%,100%,0,,100%,100%,100%,96%,100%,92%,,93%,,100%,93%,7,,96%,100%,93%,100%,100%,100%,,100%,,100%,100%,0,,100%,100%,100%,83%,,,,67%,,,25%,,,,8%,100.3,,,,,,,0%
140408,933,,KS2,2015,195,FALSE,,19%,46%,35%,33%,67%,0%,100%,0%,92%,100%,85%,,92%,100%,88%,94%,-6,,92%,88%,94%,88%,92%,85%,,92%,100%,63%,100%,-37,,88%,63%,100%,92%,85%,100%,,92%,100%,88%,94%,-6,,92%,88%,94%,67%,,,,56%,,,33%,,,,11%,99.4,,,,,,,0%
140590,372,,KS2,2015,194,FALSE,,22%,52%,26%,42%,58%,0%,92%,21%,96%,88%,100%,,100%,100%,90%,100%,-10,,90%,89%,91%,91%,88%,93%,,100%,83%,90%,92%,-2,,89%,93%,87%,96%,100%,93%,,100%,100%,90%,100%,-10,,84%,82%,84%,79%,75%,57%,70%,67%,48%,70%,17%,25%,22%,15%,0%,100.1,21%,30%,41%,79%,70%,59%,0%
114795,881,141625,KS2,2015,194,FALSE,,17%,55%,28%,28%,72%,3%,76%,3%,97%,93%,100%,,94%,100%,100%,95%,5,,98%,100%,98%,97%,93%,100%,,94%,100%,88%,100%,-12,,92%,88%,94%,97%,93%,100%,,94%,100%,100%,95%,5,,98%,100%,98%,79%,63%,82%,71%,62%,65%,48%,34%,11%,24%,14%,3%,100.5,21%,18%,29%,79%,82%,71%,0%
119440,888,,KS2,2015,194,FALSE,,12%,73%,15%,8%,92%,4%,96%,8%,100%,100%,100%,,100%,,,,,,96%,100%,96%,100%,100%,100%,,100%,,,,,,95%,100%,94%,100%,100%,100%,,100%,,,,,,100%,100%,100%,92%,82%,86%,90%,88%,82%,90%,19%,18%,32%,37%,4%,101,11%,0%,13%,89%,100%,87%,0%
140676,879,,KS2,2015,191,FALSE,,14%,61%,25%,21%,79%,0%,100%,11%,79%,73%,82%,,94%,57%,83%,77%,6,,79%,83%,77%,82%,64%,94%,,88%,86%,83%,82%,1,,82%,83%,82%,96%,91%,100%,,100%,100%,100%,95%,5,,96%,100%,95%,79%,,,,61%,,,29%,,,,7%,99.8,,,,,,,7%
111323,895,,KS2,2015,191,FALSE,,18%,61%,21%,23%,77%,13%,100%,7%,93%,88%,100%,,100%,100%,86%,95%,-9,,95%,93%,96%,100%,100%,100%,,100%,100%,100%,100%,0,,100%,100%,100%,100%,100%,100%,,100%,100%,100%,100%,0,,98%,100%,98%,90%,95%,95%,95%,83%,75%,80%,40%,41%,30%,40%,3%,101.8,23%,15%,25%,77%,85%,75%,7%
115669,916,,KS2,2015,191,FALSE,,26%,48%,26%,12%,88%,20%,92%,4%,87%,92%,82%,67%,91%,100%,,,,,85%,88%,84%,87%,83%,91%,83%,100%,67%,,,,,88%,75%,91%,100%,100%,100%,100%,100%,100%,,,,,96%,88%,98%,76%,72%,65%,81%,56%,54%,67%,20%,11%,23%,30%,8%,99.9,17%,31%,22%,83%,69%,78%,4%
140180,881,,KS2,2015,190,FALSE,,20%,52%,28%,44%,56%,8%,100%,0%,80%,77%,83%,,92%,86%,73%,86%,-13,,80%,73%,86%,84%,85%,83%,,85%,71%,91%,79%,12,,84%,91%,79%,100%,100%,100%,,100%,100%,100%,100%,0,,100%,100%,100%,68%,,,,56%,,,20%,,,,12%,99,,,,,,,0%
119368,888,,KS2,2015,190,FALSE,,19%,59%,22%,30%,70%,47%,87%,0%,89%,85%,100%,,94%,100%,88%,89%,-1,83%,91%,89%,91%,100%,100%,100%,,100%,100%,100%,100%,0,100%,89%,93%,88%,100%,100%,100%,,100%,100%,100%,100%,0,100%,100%,100%,100%,80%,76%,86%,100%,70%,64%,84%,33%,21%,25%,45%,0%,100.6,24%,32%,32%,76%,68%,68%,0%
121029,926,141721,KS2,2015,190,FALSE,,15%,70%,15%,30%,70%,0%,96%,0%,85%,83%,87%,,89%,,75%,89%,-14,,83%,75%,88%,89%,92%,87%,,95%,,63%,100%,-37,,78%,58%,90%,100%,100%,100%,,100%,,100%,100%,0,,95%,92%,98%,81%,69%,50%,68%,67%,44%,50%,11%,14%,11%,18%,4%,99.2,31%,50%,36%,69%,50%,64%,0%
121343,815,,KS2,2015,188,FALSE,,23%,54%,23%,15%,85%,4%,60%,15%,77%,85%,71%,73%,77%,82%,75%,78%,-3,,81%,83%,80%,92%,90%,93%,73%,100%,91%,88%,93%,-5,,86%,87%,85%,85%,90%,82%,91%,81%,91%,88%,85%,3,,90%,91%,90%,60%,76%,72%,59%,58%,52%,51%,13%,16%,14%,16%,13%,98.4,16%,16%,14%,84%,84%,86%,4%
109090,802,,KS2,2015,187,FALSE,,12%,68%,20%,32%,68%,0%,84%,16%,96%,100%,92%,,100%,,88%,100%,-12,,91%,85%,95%,96%,100%,92%,,100%,,88%,100%,-12,,92%,88%,95%,80%,92%,69%,,82%,,63%,88%,-25,,90%,85%,93%,80%,67%,63%,65%,80%,48%,42%,24%,19%,19%,23%,4%,100.1,56%,44%,50%,44%,56%,50%,0%
138791,801,,KS2,2015,184,FALSE,,21%,68%,11%,53%,47%,32%,95%,5%,74%,78%,70%,,85%,,70%,78%,-8,83%,74%,77%,71%,84%,78%,90%,,92%,,70%,100%,-30,100%,78%,69%,87%,84%,89%,80%,,100%,,80%,89%,-9,100%,74%,74%,74%,74%,,23%,68%,53%,18%,32%,5%,,0%,0%,16%,97.9,,50%,52%,,50%,48%,5%
110003,870,,KS2,2015,184,FALSE,,20%,55%,25%,14%,86%,23%,91%,5%,95%,100%,89%,,100%,,,,,,92%,83%,94%,95%,100%,89%,,100%,,,,,,91%,67%,96%,100%,100%,100%,,100%,,,,,,92%,83%,94%,95%,67%,67%,73%,91%,58%,59%,18%,30%,21%,18%,5%,101.6,27%,25%,14%,73%,75%,86%,5%
137512,888,,KS2,2015,183,FALSE,,11%,84%,5%,11%,89%,5%,100%,0%,100%,100%,100%,,100%,,,,,,98%,100%,98%,84%,70%,100%,,94%,,,,,,90%,86%,90%,100%,100%,100%,,100%,,,,,,98%,100%,98%,89%,100%,81%,81%,74%,77%,69%,16%,42%,31%,19%,0%,100.9,0%,15%,25%,100%,85%,75%,0%
122571,891,,KS2,2015,182,FALSE,,8%,67%,25%,25%,75%,0%,92%,8%,100%,,100%,,100%,,,,,,73%,55%,81%,92%,,86%,,100%,,,,,,82%,80%,83%,92%,,100%,,88%,,,,,,76%,65%,81%,83%,55%,43%,69%,83%,29%,48%,25%,0%,0%,0%,8%,99.6,45%,24%,41%,55%,76%,59%,0%
111801,908,142444,KS2,2015,182,FALSE,,23%,57%,20%,34%,66%,0%,88%,0%,87%,80%,93%,71%,94%,83%,82%,89%,-7,,90%,85%,92%,83%,87%,80%,57%,88%,100%,73%,89%,-16,,85%,77%,89%,93%,93%,93%,100%,88%,100%,91%,95%,-4,,87%,85%,89%,69%,71%,68%,70%,56%,65%,55%,25%,24%,23%,35%,16%,99.3,29%,29%,35%,71%,71%,65%,0%
138974,887,,KS2,2015,181,FALSE,,20%,67%,13%,33%,67%,7%,87%,0%,87%,,92%,,90%,,,,,,84%,71%,88%,87%,,83%,,90%,,,,,,88%,100%,84%,93%,,92%,,100%,,,,,,94%,86%,96%,73%,,,76%,53%,,65%,7%,,,0%,0%,99.3,,,12%,,,88%,0%
119337,888,,KS2,2015,180,FALSE,,13%,71%,17%,33%,67%,0%,96%,0%,96%,100%,92%,,94%,,100%,94%,6,,99%,100%,98%,92%,91%,92%,,94%,,88%,94%,-6,,94%,96%,93%,96%,91%,100%,,100%,,100%,94%,6,,97%,96%,98%,83%,90%,88%,76%,58%,72%,48%,4%,19%,12%,14%,0%,99.9,24%,52%,33%,76%,48%,67%,0%
107120,373,,KS2,2015,178,FALSE,,13%,72%,15%,58%,43%,3%,98%,5%,90%,94%,87%,,100%,67%,87%,94%,-7,,87%,83%,90%,82%,75%,87%,,93%,50%,83%,81%,2,,86%,76%,91%,95%,88%,100%,,96%,100%,96%,94%,2,,95%,93%,96%,90%,64%,71%,87%,65%,60%,67%,5%,18%,6%,22%,5%,99.4,49%,29%,18%,51%,71%,82%,5%
136492,878,,KS2,2015,178,FALSE,,16%,76%,8%,15%,85%,0%,81%,0%,96%,100%,93%,,95%,,,,,,96%,83%,99%,100%,100%,100%,,100%,,,,,,100%,100%,100%,96%,100%,93%,,95%,,,,,,99%,92%,100%,96%,97%,96%,93%,92%,88%,77%,65%,52%,48%,33%,0%,102.4,17%,20%,13%,83%,80%,87%,0%
120628,925,,KS2,2015,178,FALSE,,15%,62%,23%,0%,100%,0%,100%,0%,96%,100%,93%,,100%,100%,,,,,97%,100%,97%,96%,92%,100%,,100%,100%,,,,,97%,100%,97%,100%,100%,100%,,100%,100%,,,,,97%,100%,97%,85%,81%,92%,88%,77%,80%,69%,35%,30%,36%,19%,4%,100.7,11%,12%,15%,89%,88%,85%,0%
114069,840,,KS2,2015,177,FALSE,,17%,67%,17%,67%,33%,0%,100%,0%,92%,100%,83%,,100%,,,,,,89%,85%,95%,83%,83%,83%,,88%,,,,,,82%,88%,74%,92%,100%,83%,,100%,,,,,,93%,92%,95%,92%,81%,50%,85%,67%,21%,70%,42%,19%,7%,0%,8%,99.5,44%,71%,45%,56%,29%,55%,0%
120843,926,,KS2,2015,175,FALSE,,5%,89%,5%,32%,68%,0%,89%,5%,100%,100%,100%,,100%,,100%,100%,0,,98%,100%,98%,100%,100%,100%,,100%,,100%,100%,0,,95%,100%,94%,95%,88%,100%,,94%,,83%,100%,-17,,92%,92%,92%,89%,67%,81%,94%,89%,70%,88%,37%,13%,15%,38%,0%,101.6,13%,11%,19%,87%,89%,81%,5%
140293,931,,KS2,2015,174,FALSE,,20%,47%,33%,27%,73%,0%,93%,0%,87%,89%,83%,,86%,,,,,,93%,91%,93%,100%,100%,100%,,100%,,,,,,98%,91%,100%,100%,100%,100%,,100%,,,,,,95%,91%,95%,87%,80%,80%,76%,80%,65%,76%,13%,35%,40%,29%,0%,100.2,20%,20%,14%,80%,80%,86%,0%
107639,382,,KS2,2015,171,FALSE,,10%,75%,15%,43%,57%,43%,90%,5%,90%,88%,92%,,93%,,88%,92%,-4,100%,94%,95%,93%,90%,100%,83%,,93%,,88%,92%,-4,89%,92%,89%,93%,100%,100%,100%,,100%,,100%,100%,0,100%,98%,100%,97%,76%,67%,72%,91%,71%,56%,82%,19%,6%,17%,27%,5%,99.9,39%,39%,36%,61%,61%,64%,5%
